bmi,gestational_week,probability,risk
21.0,11.999999999999993,0.38595306859615125,0.6140469314038488
21.5,11.999999999999993,0.427962862165156,0.572037137834844
22.0,11.999999999999993,0.4704428826621565,0.5295571173378435
22.5,11.999999999999993,0.5126445804269433,0.4873554195730567
23.0,11.999999999999993,0.5538422469422191,0.44615775305778094
23.5,11.999999999999993,0.5933752382594208,0.40662476174057915
24.0,11.999999999999993,0.6306814348350107,0.3693185651649893
24.5,11.999999999999993,0.6653187794530606,0.3346812205469394
25.0,11.999999999999993,0.6969737679749806,0.30302623202501944
25.5,11.999999999999993,0.7254577062486256,0.2745422937513744
26.0,11.999999999999993,0.7506930111974595,0.24930698880254054
26.5,11.999999999999993,0.7726926246349154,0.2273073753650846
27.0,11.999999999999993,0.7915357179303448,0.20846428206965517
27.5,11.999999999999993,0.8073424357226678,0.19265756427733216
28.0,11.999999999999993,0.820249672201472,0.17975032779852795
28.5,11.999999999999993,0.8303890100103937,0.16961098998960633
29.0,11.999999999999993,0.837867148142555,0.16213285185744497
29.5,11.999999999999993,0.8427485046834438,0.15725149531655624
30.0,11.999999999999993,0.8450392493796872,0.15496075062031278
30.5,11.999999999999993,0.8446718141243632,0.1553281858756368
31.0,11.999999999999993,0.8414948402114946,0.15850515978850543
31.5,11.999999999999993,0.8355630556898115,0.16443694431018852
32.0,11.999999999999993,0.8273259136562199,0.17267408634378012
32.5,11.999999999999993,0.8172887653288504,0.18271123467114958
33.0,11.999999999999993,0.806026296844685,0.19397370315531504
33.5,11.999999999999993,0.7941999079148735,0.2058000920851265
34.0,11.999999999999993,0.7822151246778317,0.21778487532216828
34.5,11.999999999999993,0.7701164697789036,0.22988353022109642
35.0,11.999999999999993,0.7579273155316155,0.24207268446838448
35.5,11.999999999999993,0.7456694333658084,0.2543305666341916
36.0,11.999999999999993,0.7333628956351567,0.26663710436484334
36.5,11.999999999999993,0.72102601023004,0.27897398976996
37.0,11.999999999999993,0.7086752849257587,0.2913247150742413
37.5,11.999999999999993,0.6963254182586989,0.30367458174130113
38.0,11.999999999999993,0.6839893137001736,0.3160106862998264
38.5,11.999999999999993,0.6716781139671943,0.32832188603280565
39.0,11.999999999999993,0.6594012524508256,0.3405987475491744
39.5,11.999999999999993,0.6471665189372923,0.35283348106270773
40.0,11.999999999999993,0.6349801370283745,0.3650198629716255
40.5,11.999999999999993,0.6228468509217147,0.37715314907828534
41.0,11.999999999999993,0.610770019476727,0.38922998052327296
41.5,11.999999999999993,0.5987517157581969,0.40124828424180314
42.0,11.999999999999993,0.5867928305097713,0.41320716949022873
42.5,11.999999999999993,0.5748931782576165,0.42510682174238346
43.0,11.999999999999993,0.5630516049763743,0.4369483950236257
43.5,11.999999999999993,0.5512660964622965,0.4487339035377035
44.0,11.999999999999993,0.5395338867502693,0.46046611324973075
44.5,11.999999999999993,0.5278515660813148,0.4721484339186852
45.0,11.999999999999993,0.5162151880747134,0.48378481192528655
45.5,11.999999999999993,0.5046203758841639,0.49537962411583614
46.0,11.999999999999993,0.49306242722082017,0.5069375727791798
46.5,11.999999999999993,0.4815364182081673,0.5184635817918327
47.0,11.999999999999993,0.4700373446844735,0.5299626553155266
