week,p,fail,delay,total,band
10.0,0.6146586877046084,0.3853413122953916,0.0,0.3853413122953916,低 BMI
10.1,0.6196868147107466,0.3803131852892534,0.0,0.3803131852892534,低 BMI
10.2,0.6246933164771091,0.37530668352289087,0.0,0.37530668352289087,低 BMI
10.3,0.629677422463501,0.370322577536499,0.0,0.370322577536499,低 BMI
10.4,0.6346383742740105,0.3653616257259895,0.0,0.3653616257259895,低 BMI
10.499999999999998,0.6395754259799432,0.3604245740200568,0.0,0.3604245740200568,低 BMI
10.599999999999998,0.6444878444316052,0.35551215556839477,0.0,0.35551215556839477,低 BMI
10.699999999999998,0.6493749095587539,0.3506250904412461,0.0,0.3506250904412461,低 BMI
10.799999999999995,0.6542359146595494,0.34576408534045056,0.0,0.34576408534045056,低 BMI
10.899999999999997,0.6590701666778568,0.3409298333221432,0.0,0.3409298333221432,低 BMI
10.999999999999996,0.6638769864687568,0.3361230135312432,0.0,0.3361230135312432,低 BMI
11.099999999999996,0.6686544818549727,0.33134551814502733,0.0,0.33134551814502733,低 BMI
11.199999999999996,0.6733959261197078,0.3266040738802922,0.0,0.3266040738802922,低 BMI
11.299999999999995,0.6780935485934425,0.3219064514065575,0.0,0.3219064514065575,低 BMI
11.399999999999997,0.6827397848780471,0.3172602151219529,0.0,0.3172602151219529,低 BMI
11.499999999999996,0.6873272840537794,0.3126727159462206,0.0,0.3126727159462206,低 BMI
11.599999999999994,0.6918489144452118,0.3081510855547882,0.0,0.3081510855547882,低 BMI
11.699999999999994,0.6962977678663647,0.30370223213363534,0.0,0.30370223213363534,低 BMI
11.799999999999994,0.7006671622788077,0.29933283772119235,0.0,0.29933283772119235,低 BMI
11.899999999999991,0.7049506428100946,0.29504935718990544,0.0,0.29504935718990544,低 BMI
11.999999999999991,0.7091419810934153,0.2908580189065847,0.0,0.2908580189065847,低 BMI
12.099999999999993,0.7132351729025743,0.2867648270974257,0.006249999999999534,0.2930148270974252,低 BMI
12.199999999999992,0.7172244340691083,0.2827755659308917,0.012499999999999512,0.2952755659308912,低 BMI
12.299999999999992,0.7211041946803952,0.2788958053196048,0.01874999999999949,0.2976458053196043,低 BMI
12.399999999999991,0.7248690915688004,0.2751309084311996,0.024999999999999467,0.30013090843119905,低 BMI
12.499999999999991,0.7285139591121093,0.27148604088789074,0.031249999999999445,0.3027360408878902,低 BMI
12.59999999999999,0.7320338183746425,0.26796618162535746,0.03749999999999942,0.3054661816253569,低 BMI
12.69999999999999,0.7354238646264077,0.26457613537359226,0.0437499999999994,0.30832613537359166,低 BMI
12.79999999999999,0.7386794532843971,0.2613205467156029,0.04999999999999938,0.3113205467156023,低 BMI
12.89999999999999,0.7417960843256629,0.2582039156743371,0.056249999999999356,0.31445391567433645,低 BMI
12.99999999999999,0.7447693852260925,0.2552306147739075,0.062499999999999334,0.31773061477390685,低 BMI
13.099999999999987,0.747595092481908,0.25240490751809197,0.0687499999999992,0.32115490751809117,低 BMI
13.199999999999989,0.7502690317729099,0.24973096822709007,0.07499999999999929,0.32473096822708936,低 BMI
13.299999999999988,0.7527870968274416,0.2472129031725584,0.08124999999999927,0.32846290317255766,低 BMI
13.399999999999988,0.7551452270491277,0.24485477295087232,0.08749999999999925,0.33235477295087157,低 BMI
13.499999999999988,0.7573393839647697,0.24266061603523026,0.09374999999999922,0.3364106160352295,低 BMI
13.599999999999987,0.7593655265515464,0.24063447344845357,0.0999999999999992,0.34063447344845277,低 BMI
13.699999999999989,0.7612195855000851,0.23878041449991494,0.10624999999999929,0.34503041449991423,低 BMI
13.799999999999986,0.7628974364682637,0.2371025635317363,0.11249999999999916,0.34960256353173547,低 BMI
13.899999999999986,0.7643948723790501,0.23560512762094987,0.11874999999999913,0.354355127620949,低 BMI
13.999999999999986,0.7657075748145503,0.23429242518544968,0.12499999999999911,0.3592924251854488,低 BMI
14.099999999999984,0.7668310845580727,0.2331689154419273,0.13124999999999898,0.3644189154419263,低 BMI
14.199999999999983,0.7677607713367529,0.2322392286632471,0.13749999999999896,0.36973922866324604,低 BMI
14.299999999999985,0.7684918028195055,0.23150819718049453,0.14374999999999905,0.3752581971804936,低 BMI
14.399999999999984,0.7690191129292232,0.2309808870707768,0.14999999999999902,0.3809808870707758,低 BMI
14.499999999999984,0.7693373695346706,0.23066263046532942,0.156249999999999,0.3869126304653284,低 BMI
14.599999999999984,0.76944181642627,0.23055818357373004,0.16249999999999898,0.393058183573729,低 BMI
14.699999999999983,0.7693384707747204,0.2306615292252796,0.16874999999999896,0.39941152922527856,低 BMI
14.799999999999985,0.7690406643545474,0.23095933564545257,0.17499999999999905,0.4059593356454516,低 BMI
14.899999999999984,0.7685616227340657,0.2314383772659343,0.18124999999999902,0.4126883772659333,低 BMI
14.999999999999982,0.7679143797624718,0.2320856202375282,0.1874999999999989,0.4195856202375271,低 BMI
15.099999999999982,0.7671118376140412,0.23288816238595877,0.19374999999999887,0.42663816238595764,低 BMI
15.199999999999982,0.7661668221899617,0.23383317781003832,0.19999999999999885,0.43383317781003716,低 BMI
15.29999999999998,0.7650921337561265,0.2349078662438735,0.2062499999999987,0.4411578662438722,低 BMI
15.39999999999998,0.763900592724092,0.23609940727590795,0.2124999999999988,0.44859940727590675,低 BMI
15.49999999999998,0.7626050805079929,0.23739491949200708,0.21874999999999878,0.45614491949200586,低 BMI
15.59999999999998,0.7612185754136213,0.23878142458637874,0.22499999999999876,0.4637814245863775,低 BMI
15.69999999999998,0.759754183537913,0.24024581646208698,0.23124999999999873,0.4714958164620857,低 BMI
15.79999999999998,0.7582251646782237,0.24177483532177635,0.2374999999999987,0.47927483532177506,低 BMI
