gestational_week,baseline_bmi,linear_full,linear_early69,week_spline_df3_full,week_spline_df3_early69
11.0,28.0,0.8416202687688515,0.8945331222496828,0.8717328054784673,0.8888311791665519
11.142857142857142,28.0,0.8437944120484058,0.8956849098509806,0.8724893127125452,0.8919421666641091
11.285714285714286,28.0,0.8459483394448017,0.89682730061467,0.8732421947286221,0.894979486174807
11.428571428571429,28.0,0.8480820642979012,0.8979603261683946,0.8739910166722962,0.8979360628252535
11.571428571428571,28.0,0.8501956032525779,0.8990840186602609,0.8747353512463705,0.9008055344893915
11.714285714285714,28.0,0.852288976220985,0.9001984107500316,0.8754747786600016,0.9035822212085147
11.857142857142858,28.0,0.8543622063440742,0.9013035356003072,0.8762088865661054,0.9062610894287788
12.0,28.0,0.8564153199523912,0.9023994268677035,0.8769372699871443,0.9088377115763203
12.142857142857142,28.0,0.8584483465261723,0.9034861186940215,0.8776595312294126,0.9113082214979331
12.285714285714286,28.0,0.8604613186547666,0.9045636456974167,0.8783752797859539,0.9136692662892822
12.428571428571429,28.0,0.8624542719954102,0.9056320429635655,0.8790841322282363,0.915917955013163
12.571428571428571,28.0,0.8644272452313775,0.9066913460368338,0.8797857120867307,0.918051804778083
12.714285714285714,28.0,0.8663802800295314,0.9077415909114486,0.8804796497205214,0.9200686846033435
12.857142857142858,28.0,0.8683134209973056,0.9087828140226728,0.8811655821761002,0.9219667574419521
13.0,28.0,0.8702267156391346,0.9098150522379904,0.8818431530354809,0.9237444206683285
13.142857142857142,28.0,0.8721202143123647,0.9108383428482952,0.8825120122537844,0.9254002452651001
13.285714285714286,28.0,0.8739939701826671,0.9118527235590952,0.8831718159864351,0.9269329138635702
13.428571428571429,28.0,0.8758480391789788,0.9128582324817258,0.8838222264061188,0.9283411577068255
13.571428571428571,28.0,0.8776824799479986,0.9138549081245786,0.8844629115096414,0.9296236925139374
13.714285714285714,28.0,0.8794973538082609,0.9148427893843465,0.8850935449148355,0.9307791531291995
13.857142857142858,28.0,0.8812927247038134,0.9158219155372855,0.8857138056476503,0.9318060267424999
14.0,28.0,0.8830686591575247,0.9167923262304968,0.8863233779195663,0.9327025843662846
14.142857142857142,28.0,0.8848252262240462,0.9177540614732298,0.8869219508954629,0.9334668101514587
14.285714285714286,28.0,0.8865624974424493,0.9187071616282086,0.8875092184520701,0.9340963280192134
14.428571428571429,28.0,0.8882805467885706,0.919651667402982,0.8880848789271243,0.9345883249782607
14.571428571428571,28.0,0.8899794506270822,0.9205876198413009,0.8886486348593464,0.9349395596740058
14.714285714285714,28.0,0.8916592876633134,0.9215150603145232,0.8892001927193478,0.9351515298632378
14.857142857142858,28.0,0.8933201388948523,0.9224340305130482,0.8897392626315683,0.9352332957389683
15.0,28.0,0.8949620875629438,0.923344572437782,0.8902655580873363,0.9351939401337384
15.142857142857142,28.0,0.896585219103714,0.9242467283916359,0.8907787956491342,0.9350419886638347
15.285714285714286,28.0,0.8981896210992425,0.9251405409710587,0.8912786946461428,0.9347855352123944
