gestational_week,baseline_bmi,probability,local_subjects,in_bmi_range,supported
11.0,20.0,0.9321886605259497,0,False,False
11.142857142857142,20.0,0.9333470208617425,0,False,False
11.285714285714286,20.0,0.9344896135419932,0,False,False
11.428571428571429,20.0,0.9356165662262914,0,False,False
11.571428571428571,20.0,0.9367280073431592,0,False,False
11.714285714285714,20.0,0.9378240660459586,0,False,False
11.857142857142858,20.0,0.9389048721692201,0,False,False
12.0,20.0,0.9399705561854017,0,False,False
12.142857142857142,20.0,0.9410212491620933,1,False,False
12.285714285714286,20.0,0.9420570827196768,1,False,False
12.428571428571429,20.0,0.9430781889894522,1,False,False
12.571428571428571,20.0,0.9440847005722441,1,False,False
12.714285714285714,20.0,0.9450767504974937,1,False,False
12.857142857142858,20.0,0.9460544721828503,1,False,False
13.0,20.0,0.947017999394271,1,False,False
13.142857142857142,20.0,0.947967466206636,1,False,False
13.285714285714286,20.0,0.9489030069648898,1,False,False
13.428571428571429,20.0,0.9498247562457168,1,False,False
13.571428571428571,20.0,0.9507328488197582,1,False,False
13.714285714285714,20.0,0.9516274196143757,1,False,False
13.857142857142858,20.0,0.9525086036769752,1,False,False
14.0,20.0,0.9533765361388895,1,False,False
14.142857142857142,20.0,0.9542313521798315,1,False,False
14.285714285714286,20.0,0.9550731869929217,0,False,False
14.428571428571429,20.0,0.9559021757502947,0,False,False
14.571428571428571,20.0,0.9567184535692923,0,False,False
14.714285714285714,20.0,0.9575221554792447,0,False,False
14.857142857142858,20.0,0.9583134163888456,0,False,False
15.0,20.0,0.959092371054125,0,False,False
15.142857142857142,20.0,0.9598591540470238,0,False,False
15.285714285714286,20.0,0.960613899724571,1,False,False
15.428571428571429,20.0,0.9613567421986682,1,False,False
15.571428571428571,20.0,0.962087815306484,1,False,False
15.714285714285714,20.0,0.9628072525814575,1,False,False
15.857142857142858,20.0,0.9635151872249165,1,False,False
16.0,20.0,0.9642117520783082,1,False,False
16.142857142857142,20.0,0.9648970795960456,1,False,False
16.285714285714285,20.0,0.9655713018189682,1,False,False
16.428571428571427,20.0,0.9662345503484188,1,False,False
16.571428571428573,20.0,0.9668869563209366,1,False,False
16.714285714285715,20.0,0.9675286503835643,1,False,False
16.857142857142858,20.0,0.9681597626697696,1,False,False
17.0,20.0,0.9687804227759813,1,False,False
17.142857142857142,20.0,0.9693907597387359,1,False,False
17.285714285714285,20.0,0.9699909020124353,1,False,False
17.428571428571427,20.0,0.9705809774477135,0,False,False
17.571428571428573,20.0,0.9711611132704087,0,False,False
17.714285714285715,20.0,0.9717314360611393,0,False,False
17.857142857142858,20.0,0.9722920717354823,0,False,False
18.0,20.0,0.9728431455247482,0,False,False
18.142857142857142,20.0,0.973384781957352,0,False,False
18.285714285714285,20.0,0.9739171048407747,1,False,False
18.428571428571427,20.0,0.974440237244113,1,False,False
18.571428571428573,20.0,0.9749543014812132,1,False,False
18.714285714285715,20.0,0.9754594190943832,1,False,False
18.857142857142858,20.0,0.9759557108386813,1,False,False
19.0,20.0,0.9764432966667744,1,False,False
19.142857142857142,20.0,0.9769222957143625,1,False,False
19.285714285714285,20.0,0.9773928262861629,1,False,False
19.428571428571427,20.0,0.9778550058424517,1,False,False
19.571428571428573,20.0,0.9783089509861533,1,False,False
19.714285714285715,20.0,0.9787547774504768,1,False,False
19.857142857142858,20.0,0.9791926000870878,1,False,False
20.0,20.0,0.9796225328548169,1,False,False
20.142857142857142,20.0,0.9800446888088927,1,False,False
20.285714285714285,20.0,0.9804591800906958,1,False,False
20.428571428571427,20.0,0.9808661179180271,0,False,False
20.571428571428573,20.0,0.9812656125758851,0,False,False
20.714285714285715,20.0,0.9816577734077423,0,False,False
20.857142857142858,20.0,0.9820427088073185,0,False,False
21.0,20.0,0.9824205262108398,0,False,False
21.142857142857142,20.0,0.9827913320897794,0,False,False
21.285714285714285,20.0,0.9831552319440722,0,False,False
21.428571428571427,20.0,0.9835123302957953,0,False,False
21.571428571428573,20.0,0.9838627306833087,0,False,False
21.714285714285715,20.0,0.9842065356558469,0,False,False
21.857142857142858,20.0,0.9845438467685572,0,False,False
22.0,20.0,0.9848747645779734,0,False,False
22.142857142857142,20.0,0.9851993886379193,1,False,False
22.285714285714285,20.0,0.9855178174958361,1,False,False
22.428571428571427,20.0,0.9858301486895227,1,False,False
22.571428571428573,20.0,0.9861364787442832,1,False,False
22.714285714285715,20.0,0.9864369031704752,1,False,False
22.857142857142858,20.0,0.9867315164614466,1,False,False
23.0,20.0,0.9870204120918598,1,False,False
23.142857142857142,20.0,0.9873036825163874,1,False,False
23.285714285714285,20.0,0.987581419168782,1,False,False
23.428571428571427,20.0,0.9878537124612995,1,False,False
23.571428571428573,20.0,0.9881206517844803,1,False,False
23.714285714285715,20.0,0.988382325507273,1,False,False
23.857142857142858,20.0,0.9886388209774946,1,False,False
24.0,20.0,0.9888902245226207,1,False,False
24.142857142857142,20.0,0.9891366214508963,1,False,False
24.285714285714285,20.0,0.9893780960527615,0,False,False
24.428571428571427,20.0,0.9896147316025795,0,False,False
24.571428571428573,20.0,0.9898466103606671,0,False,False
24.714285714285715,20.0,0.9900738135756114,0,False,False
24.857142857142858,20.0,0.9902964214868719,0,False,False
25.0,20.0,0.9905145133276558,0,False,False
11.0,20.5,0.9281056586848098,0,False,False
11.142857142857142,20.5,0.9293189045827017,0,False,False
11.285714285714286,20.5,0.9305159526000388,0,False,False
11.428571428571429,20.5,0.9316969274275684,0,False,False
11.571428571428571,20.5,0.932861954678776,0,False,False
11.714285714285714,20.5,0.9340111608444578,0,False,False
11.857142857142858,20.5,0.9351446732476678,0,False,False
12.0,20.5,0.9362626199990511,0,False,False
12.142857142857142,20.5,0.93736512995258,1,False,False
12.285714285714286,20.5,0.9384523326617034,1,False,False
12.428571428571429,20.5,0.9395243583359234,1,False,False
12.571428571428571,20.5,0.9405813377978113,1,False,False
12.714285714285714,20.5,0.9416234024404743,1,False,False
12.857142857142858,20.5,0.942650684185485,1,False,False
13.0,20.5,0.9436633154412839,1,False,False
13.142857142857142,20.5,0.9446614290620667,1,False,False
13.285714285714286,20.5,0.9456451583071638,1,False,False
13.428571428571429,20.5,0.9466146368009263,1,False,False
13.571428571428571,20.5,0.9475699984931224,1,False,False
13.714285714285714,20.5,0.948511377619857,1,False,False
13.857142857142858,20.5,0.9494389086650228,1,False,False
14.0,20.5,0.9503527263222852,1,False,False
14.142857142857142,20.5,0.9512529654576194,1,False,False
14.285714285714286,20.5,0.9521397610723953,0,False,False
14.428571428571429,20.5,0.953013248267025,0,False,False
14.571428571428571,20.5,0.9538735622051762,0,False,False
14.714285714285714,20.5,0.9547208380785557,0,False,False
14.857142857142858,20.5,0.9555552110722741,0,False,False
15.0,20.5,0.9563768163307904,0,False,False
15.142857142857142,20.5,0.9571857889244451,0,False,False
15.285714285714286,20.5,0.9579822638165861,1,False,False
15.428571428571429,20.5,0.9587663758312897,1,False,False
15.571428571428571,20.5,0.9595382596216806,1,False,False
15.714285714285714,20.5,0.9602980496388571,1,False,False
15.857142857142858,20.5,0.9610458801014188,1,False,False
16.0,20.5,0.9617818849656045,1,False,False
16.142857142857142,20.5,0.9625061978960394,1,False,False
16.285714285714285,20.5,0.9632189522370957,1,False,False
16.428571428571427,20.5,0.9639202809848645,1,False,False
16.571428571428573,20.5,0.9646103167597428,1,False,False
16.714285714285715,20.5,0.9652891917796377,1,False,False
16.857142857142858,20.5,0.9659570378337825,1,False,False
17.0,20.5,0.9666139862571719,1,False,False
17.142857142857142,20.5,0.9672601679056101,1,False,False
17.285714285714285,20.5,0.9678957131313746,1,False,False
17.428571428571427,20.5,0.9685207517594944,0,False,False
17.571428571428573,20.5,0.9691354130646388,0,False,False
17.714285714285715,20.5,0.9697398257486205,0,False,False
17.857142857142858,20.5,0.9703341179185042,0,False,False
18.0,20.5,0.970918417065326,0,False,False
18.142857142857142,20.5,0.9714928500434156,0,False,False
18.285714285714285,20.5,0.9720575430503213,1,False,False
18.428571428571427,20.5,0.9726126216073352,1,False,False
18.571428571428573,20.5,0.9731582105406127,1,False,False
18.714285714285715,20.5,0.9736944339628881,1,False,False
18.857142857142858,20.5,0.974221415255776,1,False,False
19.0,20.5,0.9747392770526604,1,False,False
19.142857142857142,20.5,0.9752481412221646,1,False,False
19.285714285714285,20.5,0.9757481288521979,1,False,False
19.428571428571427,20.5,0.976239360234574,1,False,False
19.571428571428573,20.5,0.9767219548502,1,False,False
19.714285714285715,20.5,0.977196031354824,1,False,False
19.857142857142858,20.5,0.9776617075653444,1,False,False
20.0,20.5,0.9781191004466686,1,False,False
20.142857142857142,20.5,0.9785683260991207,1,False,False
20.285714285714285,20.5,0.9790094997463885,1,False,False
20.428571428571427,20.5,0.9794427357240084,0,False,False
20.571428571428573,20.5,0.9798681474683762,0,False,False
20.714285714285715,20.5,0.9802858475062854,0,False,False
20.857142857142858,20.5,0.9806959474449783,0,False,False
21.0,20.5,0.9810985579627113,0,False,False
21.142857142857142,20.5,0.981493788799821,0,False,False
21.285714285714285,20.5,0.9818817487502909,0,False,False
21.428571428571427,20.5,0.9822625456538054,0,False,False
21.571428571428573,20.5,0.9826362863882907,0,False,False
21.714285714285715,20.5,0.9830030768629294,0,False,False
21.857142857142858,20.5,0.9833630220116472,0,False,False
22.0,20.5,0.9837162257870601,0,False,False
22.142857142857142,20.5,0.9840627911548783,1,False,False
22.285714285714285,20.5,0.9844028200887569,1,False,False
22.428571428571427,20.5,0.9847364135655876,1,False,False
22.571428571428573,20.5,0.9850636715612219,1,False,False
22.714285714285715,20.5,0.9853846930466228,1,False,False
22.857142857142858,20.5,0.9856995759844309,1,False,False
23.0,20.5,0.986008417325942,1,False,False
23.142857142857142,20.5,0.9863113130084882,1,False,False
23.285714285714285,20.5,0.9866083579532123,1,False,False
23.428571428571427,20.5,0.9868996460632293,1,False,False
23.571428571428573,20.5,0.9871852702221682,1,False,False
23.714285714285715,20.5,0.9874653222930839,1,False,False
23.857142857142858,20.5,0.9877398931177342,1,False,False
24.0,20.5,0.9880090725162112,1,False,False
24.142857142857142,20.5,0.9882729492869209,1,False,False
24.285714285714285,20.5,0.9885316112069041,0,False,False
24.428571428571427,20.5,0.9887851450324885,0,False,False
24.571428571428573,20.5,0.9890336365002659,0,False,False
24.714285714285715,20.5,0.989277170328385,0,False,False
24.857142857142858,20.5,0.9895158302181555,0,False,False
25.0,20.5,0.9897496988559505,0,False,False
11.0,21.0,0.9238317168610833,0,True,False
11.142857142857142,21.0,0.9251012952975576,0,True,False
11.285714285714286,21.0,0.9263542569630722,0,True,False
11.428571428571429,21.0,0.9275907230440178,0,True,False
11.571428571428571,21.0,0.9288108158075292,0,True,False
11.714285714285714,21.0,0.9300146585548902,0,True,False
11.857142857142858,21.0,0.9312023755752625,0,True,False
12.0,21.0,0.9323740920997522,0,True,False
12.142857142857142,21.0,0.9335299342558298,1,True,False
12.285714285714286,21.0,0.9346700290221186,1,True,False
12.428571428571429,21.0,0.935794504183563,1,True,False
12.571428571428571,21.0,0.9369034882869944,1,True,False
12.714285714285714,21.0,0.9379971105971053,1,True,False
12.857142857142858,21.0,0.9390755010528442,1,True,False
13.0,21.0,0.9401387902242457,1,True,False
13.142857142857142,21.0,0.9411871092697066,1,True,False
13.285714285714286,21.0,0.9422205898937193,1,True,False
13.428571428571429,21.0,0.9432393643050732,1,True,False
13.571428571428571,21.0,0.9442435651755389,1,True,False
13.714285714285714,21.0,0.9452333255990375,1,True,False
13.857142857142858,21.0,0.9462087790513143,1,True,False
14.0,21.0,0.9471700593501178,1,True,False
14.142857142857142,21.0,0.9481173006158999,1,True,False
14.285714285714286,21.0,0.949050637233041,0,True,False
14.428571428571429,21.0,0.949970203811611,0,True,False
14.571428571428571,21.0,0.9508761351496724,0,True,False
14.714285714285714,21.0,0.9517685661961341,0,True,False
14.857142857142858,21.0,0.9526476320141626,0,True,False
15.0,21.0,0.9535134677451546,0,True,False
15.142857142857142,21.0,0.9543662085732827,0,True,False
15.285714285714286,21.0,0.9552059896906131,1,True,False
15.428571428571429,21.0,0.956032946262807,1,True,False
15.571428571428571,21.0,0.9568472133954047,1,True,False
15.714285714285714,21.0,0.9576489261007031,1,True,False
15.857142857142858,21.0,0.9584382192652247,1,True,False
16.0,21.0,0.9592152276177863,1,True,False
16.142857142857142,21.0,0.9599800856981691,1,True,False
16.285714285714285,21.0,0.9607329278263919,1,True,False
16.428571428571427,21.0,0.961473888072594,1,True,False
16.571428571428573,21.0,0.9622031002275251,1,True,False
16.714285714285715,21.0,0.9629206977736469,1,True,False
16.857142857142858,21.0,0.9636268138568487,1,True,False
17.0,21.0,0.9643215812587767,1,True,False
17.142857142857142,21.0,0.9650051323697766,1,True,False
17.285714285714285,21.0,0.965677599162454,1,True,False
17.428571428571427,21.0,0.9663391131658488,0,True,False
17.571428571428573,21.0,0.966989805440225,0,True,False
17.714285714285715,21.0,0.9676298065524777,0,True,False
17.857142857142858,21.0,0.9682592465521503,0,True,False
18.0,21.0,0.9688782549480698,0,True,False
18.142857142857142,21.0,0.9694869606855889,0,True,False
18.285714285714285,21.0,0.9700854921244428,1,True,False
18.428571428571427,21.0,0.9706739770172104,1,True,False
18.571428571428573,21.0,0.9712525424883844,1,True,False
18.714285714285715,21.0,0.9718213150140422,1,True,False
18.857142857142858,21.0,0.9723804204021205,1,True,False
19.0,21.0,0.9729299837732837,1,True,False
19.142857142857142,21.0,0.9734701295423906,1,True,False
19.285714285714285,21.0,0.9740009814005497,1,True,False
19.428571428571427,21.0,0.974522662297761,1,True,False
