variable,x,fit,low,high
bmi,21.0,0.08818371292018069,0.07415853827190384,0.10456182200392866
bmi,21.210084033613445,0.08777053457283059,0.07402353599581668,0.10378436496552737
bmi,21.42016806722689,0.08735910666652098,0.07388835242276129,0.10301257378512975
bmi,21.630252100840337,0.08694942352140932,0.0737529676458665,0.10224644288728313
bmi,21.840336134453782,0.08654147945965464,0.07361736039087076,0.10148596802534983
bmi,22.050420168067227,0.0861352688055982,0.07348150789946324,0.1007311464011615
bmi,22.26050420168067,0.0857307858859426,0.07334538580098718,0.09998197679627192
bmi,22.470588235294116,0.08532802502992842,0.07320896797120123,0.09923845971611021
bmi,22.680672268907564,0.08492698056950984,0.07307222637663711,0.09850059754849888
bmi,22.89075630252101,0.08452764683952775,0.0729351309029153,0.09776839473817282
bmi,23.100840336134453,0.08413001817788153,0.07279764916518261,0.09704185797913735
bmi,23.310924369747898,0.08373408892569881,0.07265974629861316,0.09632099642692234
bmi,23.521008403361343,0.08333985342750358,0.07252138472666843,0.09560582193303849
bmi,23.73109243697479,0.08294730603138234,0.07238252390453496,0.0948963493042157
bmi,23.941176470588236,0.08255644108914875,0.07224312003485574,0.09419259658930938
bmi,24.15126050420168,0.08216725295650623,0.07210312575253285,0.09349458539709526
bmi,24.361344537815125,0.08177973599320908,0.07196248977501367,0.09280234124854303
bmi,24.571428571428573,0.08139388456322152,0.07182115651407092,0.09211589396755605
bmi,24.781512605042018,0.0810096930348755,0.07167906564466092,0.09143527811459556
bmi,24.991596638655462,0.08062715578102614,0.07153615162599022,0.09076053346805696
bmi,25.201680672268907,0.08024626717920613,0.07139234316945335,0.09009170555873791
bmi,25.411764705882355,0.07986702161177774,0.07124756264763572,0.08942884626320229
bmi,25.6218487394958,0.07948941346608378,0.0711017254381264,0.08877201446229752
bmi,25.831932773109244,0.07911343713459626,0.07095473919548902,0.08812127677147531
bmi,26.04201680672269,0.07873908701506394,0.07080650304444328,0.08747670834986543
bmi,26.252100840336134,0.07836635751065761,0.07065690668717323,0.08683839379518453
bmi,26.46218487394958,0.07799524303011432,0.0705058294178027,0.08620642813144237
bmi,26.672268907563026,0.07762573798787932,0.07035313903757377,0.08558091789590687
bmi,26.88235294117647,0.07725783680424694,0.07019869066531244,0.08496198233074707
bmi,27.092436974789916,0.07689153390549933,0.07004232543957432,0.08434975468295863
bmi,27.30252100840336,0.07652682372404393,0.06988386911173572,0.08374438361330937
bmi,27.51260504201681,0.07616370069854901,0.06972313053359551,0.08314603471073716
bmi,27.722689075630253,0.07580215927407796,0.0695599000492605,0.08255489210243015
bmi,27.932773109243698,0.0754421939022215,0.06939394780977215,0.08197116014112962
